gz_id,label,start,end_,partido_generico,provincia_generica,region,iglesia_cat,servido_por,categoria,categoria_especial,cabildo,parcialidad,es_parte_de,lat,lon,cert,metodo,curato_generico,pais,nombre,variantes,nombrehoy,santo,start_ex,end_ex,fuente_ID,importancia
1000006,Acapulco,1569,1598,Acapulco,Mexico,NES,Curato,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,16.8486500004,-99.9084900002,Exacta,Geoservice/Satelite,Acapulco,MEX,Acapulco,None,Acapulco,None,exact,exact,gerhardNE,4
1000007,Pachuca,1569,1765,Pachuca,Mexico,NES,Curato,s.d.,Villa,Real de minas,Cabildo,No,1000000,20.121599,-98.7331389999,Buena,Geoservice/Satelite,Pachuca,MEX,Pachuca,Real de Pachuca|,None,None,exact,not_after,gerhardNE,3
1000007,Pachuca,1766,9999,Pachuca,Mexico,NES,Curato,s.d.,Ciudad,Real de minas,Cabildo,No,1000000,20.121599,-98.7331389999,Buena,Geoservice/Satelite,Pachuca,MEX,Pachuca,Real de Pachuca|,None,None,not_after,end,gerhardNE,3
1000008,Valladolid,1580,9999,Valladolid,Michoacan,NES,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,19.7038889998,-101.184722,Buena,Geoservice/Satelite,Valladolid,MEX,Valladolid,None,None,None,exact,end,tanck,2
1000008,Valladolid,1545,1579,Valladolid,Michoacan,NES,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,19.7038889998,-101.184722,Buena,Geoservice/Satelite,Valladolid,MEX,Valladolid,None,None,None,exact,end,tanck,3
1000009,Compostela,1540,9999,Compostela,Guadalajara,GDJ,Curato,s.d.,Ciudad,Ciudad,s.d.,No,1000000,21.2378899999,-104.901177,Exacta,Geoservice/Satelite,Compostela,MEX,Compostela,None,Compostela,None,exact,end,gerhard-north,3
1000010,Monterrey,1779,9999,Monterrey,Nuevo Leon,GDJ,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,25.6709710004,-100.309982,Exacta,Geoservice/Satelite,Monterrey,MEX,Monterrey,None,Monterrey,None,exact,end,gerhard-north,2
1000010,San Luis Rey de Francia,1582,1589,Monterrey,Nuevo Leon,GDJ,s.d.,s.d.,Villa,Villa,s.d.,No,1000000,25.6709710004,-100.309982,Exacta,Geoservice/Satelite,Monterrey,MEX,San Luis Rey de Francia,None,Monterrey,None,exact,ca,gerhard-north,3
1000014,Antequera,1531,1534,Antequera,Oaxaca,NES,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,17.0697099999,-96.7189000001,Exacta,Geoservice/Satelite,Antequera,MEX,Antequera,None,Oaxaca de Juarez,None,exact,end,gerhardNE,3
1000015,Puebla,1531,9999,Puebla,Puebla,NES,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,19.0425899998,-98.1980400001,Exacta,Geoservice/Satelite,Puebla,MEX,Puebla de los Angeles,None,Puebla de Zaragoza,None,exact,end,gerhardNE,2
1000016,San Luis Potosi,1592,9999,San Luis Potosi,San Luis Potosi,NES,Curato,s.d.,Ciudad,Real de minas,Cabildo,No,1000000,22.1515300003,-100.97581,Exacta,Geoservice/Satelite,San Luis Potosi,MEX,San Luis Potosi,None,San Luis Potosi,None,start,end,gerhardNE,2
1000017,Arizpe,1783,9999,Sonora,Sonora-Sinaloa,GDJ,Sagrario,Secular,Ciudad,Ciudad,No,No,1000000,30.3360250001,-110.166305,Exacta,Geoservice/Satelite,Arizpe,MEX,Arizpe,None,Arizpe,None,exact,end,gerhard-north,4
1000017,Arizpe,1651,1767,Sonora,Sonora-Sinaloa,GDJ,Mision cabecera,SJ,Poblacion,Villa,No,No,1000000,30.3360250001,-110.166305,Exacta,Geoservice/Satelite,Arizpe,MEX,Arizpe,None,Arizpe,None,fundacion,exact,gerhard-north,5
1000017,Arizpe,1768,1782,Sonora,Sonora-Sinaloa,GDJ,Mision cabecera,OFM,Poblacion,Villa,No,No,1000000,30.3360250001,-110.166305,Exacta,Geoservice/Satelite,Arizpe,MEX,Arizpe,None,Arizpe,None,exact,exact,gerhard-north,4
1000017,Arizpe,1646,1650,Sonora,Sonora-Sinaloa,GDJ,Mision cabecera,OFM,Poblacion,Villa,No,No,1000000,30.3360250001,-110.166305,Exacta,Geoservice/Satelite,Arizpe,MEX,Arizpe,None,Arizpe,None,exact,exact,gerhard-north,5
1000018,Villahermosa,1564,1676,Chontalapa,Tabasco,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,17.99173,-92.9281400004,Exacta,Geoservice/Satelite,Villahermosa,MEX,Villahermosa,None,Villahermosa,None,exact,exact,gerhardSE,3
1000018,Villahermosa,1677,1784,Chontalapa,Tabasco,NES,Curato,s.d.,Poblacion,Villa,No,No,1000000,17.99173,-92.9281400004,Exacta,Geoservice/Satelite,Villahermosa,MEX,Villahermosa,None,Villahermosa,None,exact,exact,gerhardSE,4
1000018,Villahermosa,1785,9999,Chontalapa,Tabasco,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,17.99173,-92.9281400004,Exacta,Geoservice/Satelite,Villahermosa,MEX,Villahermosa,None,Villahermosa,None,exact,end,gerhardSE,3
1000019,San Antonio,1718,9999,Texas,Texas,GDJ,s.d.,s.d.,Fuerte,Presidio,No,No,1000000,29.4245709899,-98.4951119203,Buena,Geoservice/Satelite,San Antonio,USA,San Antonio de Bexar,None,San Antonio,None,exact,end,gerhard-north,5
1000020,Tlaxcala,1111,1526,Tlaxcala,Tlaxcala,NES,Curato,s.d.,Pueblo,Pueblo de indios,Cabildo,No,1000000,19.3170499996,-98.2381000003,Exacta,Geoservice/Satelite,Tlaxcala,MEX,Tlaxcala,None,Tlaxcala de Xicohtencatl,None,start,exact,gerhardNE,4
1000010,Monterrey,1596,1625,Monterrey,Nuevo Leon,GDJ,s.d.,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,25.6709710004,-100.309982,Exacta,Geoservice/Satelite,Monterrey,MEX,Monterrey,None,Monterrey,None,exact,end,gerhard-north,3
1000010,Monterrey,1626,1778,Monterrey,Nuevo Leon,GDJ,Curato,Secular,Ciudad,Ciudad,Cabildo,No,1000000,25.6709710004,-100.309982,Exacta,Geoservice/Satelite,Monterrey,MEX,Monterrey,None,Monterrey,None,exact,end,gerhard-north,2
1000011,Linares,1777,9999,Linares NL,Nuevo Leon,GDJ,Curato,Secular,Ciudad,Ciudad,s.d.,No,1000000,24.8596810003,-99.5684000002,Exacta,Geoservice/Satelite,Linares,MEX,San Felipe de Linares,None,Linares,None,exact,end,gerhard-north,5
1000011,Linares,1715,1776,Linares NL,Nuevo Leon,GDJ,Curato,Secular,Villa,Villa,s.d.,No,1000000,24.8596810003,-99.5684000002,Exacta,Geoservice/Satelite,Linares,MEX,San Felipe de Linares,None,Linares,None,exact,exact,gerhard-north,5
1000012,Santa Fe,1692,9999,Santa Fe,Nuevo Mexico,GDJ,Curato,OFM,Villa,Presidio,Cabildo,No,1000000,35.6875045,-105.93850614,Exacta,Geoservice/Satelite,Santa Fe,USA,Santa Fe,None,Santa Fe,None,exact,end,gerhard-north,2
1000012,Santa Fe,1607,1679,Santa Fe,Nuevo Mexico,GDJ,Curato,OFM,Villa,Presidio,Cabildo,No,1000000,35.6875045,-105.93850614,Exacta,Geoservice/Satelite,Santa Fe,USA,Santa Fe,None,Santa Fe,None,exact,exact,gerhard-north,3
1000013,Santander,1749,9999,Nuevo Santander,Nuevo Santander,GDJ,Curato,s.d.,Villa,Villa,s.d.,No,1000000,24.2167530004,-98.4851759999,Exacta,Geoservice/Satelite,Santander,MEX,Santander,None,Santander Jimenez,None,exact,end,gerhard-north,4
1000014,Antequera,1535,9999,Antequera,Oaxaca,NES,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,17.0697099999,-96.7189000001,Exacta,Geoservice/Satelite,Antequera,MEX,Antequera,None,Oaxaca de Juarez,None,exact,end,gerhardNE,2
1000000,[-],1111,9999,None,None,None,[-],[-],[-],[-],No,No,1000000,90.0000000001,9.9988e-11,Buena,Geoservice/Satelite,[-],None,[-],[-]|,[-],[-],start,end,desconocida,5
1000001,Mexico,1540,1808,Mexico,Mexico,NES,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,19.4337864303,-99.1331344503,Exacta,Geoservice/Satelite,Mexico,MEX,Mexico,None,Ciudad de Mexico,None,exact,hgis,gerhardNE,1
1000001,Mexico,1521,1539,Mexico,Mexico,NES,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,19.4337864303,-99.1331344503,Exacta,Geoservice/Satelite,Mexico,MEX,Mexico,None,Ciudad de Mexico,None,exact,hgis,gerhardNE,1
1000002,Guadalajara,1542,1547,Guadalajara,Guadalajara,GDJ,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,20.6761429998,-103.346998,Buena,Geoservice/Satelite,Guadalajara,MEX,Guadalajara,None,Guadalajara,None,exact,end,gerhard-north,3
1000002,Guadalajara,1548,9999,Guadalajara,Guadalajara,GDJ,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,20.6761429998,-103.346998,Buena,Geoservice/Satelite,Guadalajara,MEX,Guadalajara,None,Guadalajara,None,exact,end,gerhard-north,1
1000003,Chihuahua,1715,9999,Chihuahua,Durango,GDJ,Curato,s.d.,Villa,Real de minas,Cabildo,No,1000000,28.6543230001,-106.083947,Buena,Geoservice/Satelite,Chihuahua,MEX,Chihuahua,San Francisco de Cuellar|,Chihuahua,None,exact,end,gerhard-north,4
1000003,Chihuahua,1708,1714,Chihuahua,Durango,GDJ,Anexo,s.d.,Poblacion,Real de minas,s.d.,No,1000000,28.6543230001,-106.083947,Buena,Geoservice/Satelite,Nombre de Dios,MEX,Chihuahua,San Francisco de Cuellar|,Chihuahua,None,exact,exact,gerhard-north,5
1000004,Durango,1563,1619,Durango,Durango,GDJ,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,24.0248399996,-104.66986,Exacta,Geoservice/Satelite,Durango,MEX,Durango,Guadiana,Durango,None,exact,end,gerhard-north,3
1000004,Durango,1620,9999,Durango,Durango,GDJ,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,24.0248399996,-104.66986,Exacta,Geoservice/Satelite,Durango,MEX,Durango,Guadiana,Durango,None,exact,end,gerhard-north,2
1000005,Guanajuato,1741,9999,Guanajuato,Guanajuato,NES,Curato,s.d.,Ciudad,Real de minas,Cabildo,No,1000000,21.0166100002,-101.25272,Buena,Geoservice/Satelite,Guanajuato,MEX,Real de Guanajuato,None,Guanajuato,None,exact,end,gerhardNE,2
1000005,Guanajuato,1546,1740,Guanajuato,Guanajuato,NES,Curato,s.d.,Villa,Real de minas,Cabildo,No,1000000,21.0166100002,-101.25272,Buena,Geoservice/Satelite,Guanajuato,MEX,Real de Guanajuato,None,Guanajuato,None,exact,exact,gerhardNE,3
1000006,Acapulco,1550,1568,Acapulco,Mexico,NES,s.d.,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,16.8486500004,-99.9084900002,Exacta,Geoservice/Satelite,Acapulco,MEX,Acapulco,None,Acapulco,None,exact,exact,gerhardNE,4
1000006,Acapulco,1599,9999,Acapulco,Mexico,NES,Curato,s.d.,Ciudad,Plaza,s.d.,No,1000000,16.8486500004,-99.9084900002,Exacta,Geoservice/Satelite,Acapulco,MEX,Acapulco,None,Acapulco,None,exact,end,gerhardNE,5
1000020,Tlaxcala,1527,1530,Tlaxcala,Tlaxcala,NES,Sagrario,s.d.,Pueblo,Pueblo de indios,Cabildo,No,1000000,19.3170499996,-98.2381000003,Exacta,Geoservice/Satelite,Tlaxcala,MEX,Tlaxcala,None,Tlaxcala de Xicohtencatl,None,exact,exact,gerhardNE,4
1000020,Tlaxcala,1535,9999,Tlaxcala,Tlaxcala,NES,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,19.3170499996,-98.2381000003,Exacta,Geoservice/Satelite,Tlaxcala,MEX,Tlaxcala,None,Tlaxcala de Xicohtencatl,None,exact,end,gerhardNE,4
1000020,Tlaxcala,1531,1534,Tlaxcala,Tlaxcala,NES,Curato,s.d.,Pueblo,Pueblo de indios,Cabildo,No,1000000,19.3170499996,-98.2381000003,Exacta,Geoservice/Satelite,Tlaxcala,MEX,Tlaxcala,None,Tlaxcala de Xicohtencatl,None,not_before,exact,gerhardNE,4
1000021,Veracruz,1599,1606,Veracruz Nueva,Veracruz,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,19.1933270002,-96.1377510001,Buena,Geoservice/Satelite,Veracruz,MEX,Villa Rica de la Veracruz,None,Veracruz,None,exact,exact,gerhardNE,3
1000021,Veracruz,1524,1598,Veracruz Nueva,Veracruz,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,19.3670409999,-96.369019,Buena,Geoservice/Satelite,Veracruz,MEX,Villa Rica de la Veracruz,None,Veracruz,None,exact,exact,gerhardNE,3
1000021,Veracruz,1519,1523,Veracruz Nueva,Veracruz,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,19.1933270002,-96.1377510001,Buena,Geoservice/Satelite,Veracruz,MEX,Villa Rica de la Veracruz,None,Veracruz,None,exact,exact,gerhardNE,4
1000021,Veracruz,1607,9999,Veracruz Nueva,Veracruz,NES,Curato,s.d.,Ciudad,Plaza,Cabildo,No,1000000,19.1933270002,-96.1377510001,Buena,Geoservice/Satelite,Veracruz,MEX,Villa Rica de la Veracruz,None,Veracruz,None,exact,end,gerhardNE,2
1000022,Merida,1542,1560,Merida,Yucatan,NES,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,20.9667090003,-89.6232219996,Exacta,Geoservice/Satelite,Merida,MEX,Merida,None,Merida,None,exact,end,gerhardSE,3
1000022,Merida,1561,9999,Merida,Yucatan,NES,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,20.9667090003,-89.6232219996,Exacta,Geoservice/Satelite,Merida,MEX,Merida,None,Merida,None,exact,end,gerhardSE,2
1000023,Valladolid,1545,9999,Villa de Valladolid,Yucatan,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,20.6889699996,-88.2014500002,Exacta,Geoservice/Satelite,Valladolid,MEX,Valladolid,None,Valladolid,None,exact,end,MP-Mexico_756,3
1000023,Valladolid,1543,1544,Villa de Valladolid,Yucatan,NES,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,20.6697162601,-88.1594052799,No localizado,No localizado,Valladolid,MEX,Valladolid,None,Valladolid,None,exact,exact,MP-Mexico_756,3
1000024,Zacatecas,1548,9999,Zacatecas,Zacatecas,GDJ,Curato,s.d.,Ciudad,Real de minas,Cabildo,No,1000000,22.7757999996,-102.57148,Exacta,Geoservice/Satelite,Zacatecas,MEX,Zacatecas,None,Zacatecas,None,exact,end,gerhard-north,2
1000025,Loreto,1773,1808,Baja Norte,California,GDJ,Mision capital,OP,Pueblo,Pueblo de indios,s.d.,No,1000000,26.0096399997,-111.350853,Buena,Geoservice/Satelite,Loreto,MEX,Loreto,None,Loreto Concho,None,exact,hgis,gerhard-north,5
1000025,Loreto,1768,1772,Baja Norte,California,GDJ,Mision capital,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,26.0096399997,-111.350853,Buena,Geoservice/Satelite,Loreto,MEX,Loreto,None,Loreto Concho,None,ca,hgis,gerhard-north,5
1000025,Loreto,1701,1767,Baja Norte,California,GDJ,Mision capital,SJ,Pueblo,Pueblo de indios,s.d.,No,1000000,26.0105300003,-111.34301,Exacta,Geoservice/Satelite,Loreto,MEX,Loreto,None,Loreto Concho,None,hgis,hgis,gerhard-north,6
1000026,Batopilas,1708,9999,Batopilas,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,27.026248,-107.739428,Buena,Geoservice/Satelite,Batopilas,MEX,San Pedro Batopilas,None,None,None,exact,end,gerhard-north,4
1000027,Cerro Gordo,1751,9999,Cerro Gordo,Durango,GDJ,Anexo,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,26.2487909998,-104.914429,Buena,Geoservice/Satelite,Santa Maria del Oro,MEX,Cerro Gordo,None,Villa Hidalgo,None,exact,end,gerhard-north,6
1000027,Cerro Gordo,1111,1750,Cerro Gordo,Durango,GDJ,Anexo,s.d.,Poblacion,Presidio,s.d.,No,1000000,26.2487909998,-104.914429,Buena,Geoservice/Satelite,Santa Maria del Oro,MEX,Cerro Gordo,None,Villa Hidalgo,None,start,exact,gerhard-north,6
1000028,Sianori,1680,1760,Topia,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.2032000002,-106.7755,Buena,Geoservice/Satelite,Sianori,MEX,Sianori,None,None,None,start,end,gerhard-north,4
1000028,Sianori,1761,9999,Topia,Durango,GDJ,Anexo,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.2032000002,-106.7755,Buena,Geoservice/Satelite,Topia,MEX,Sianori,None,None,None,ca,end,gerhard-north,5
1000029,Cienega de los Olivos,1111,9999,Cienega de los Olivos,Durango,GDJ,Anexo,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,27.1999999997,-106.283333,Suficiente,Geoservice/Satelite,Huejotitan,MEX,Cienega de los Olivos,None,Valle de Olivos,None,start,end,gerhard-north,6
1000030,Conchos,1752,9999,Conchos,Durango,GDJ,Anexo,s.d.,Poblacion,Poblacion,s.d.,Si,10000763,27.5883329996,-105.335278,Buena,Geoservice/Satelite,San Bartolome,MEX,San Francisco Conchos,None,None,San Francisco,exact,end,tanck,9
1000030,Conchos,1111,1751,Conchos,Durango,GDJ,Anexo,s.d.,Fuerte,Presidio,s.d.,Si,10000763,27.5883329996,-105.335278,Buena,Geoservice/Satelite,San Bartolome,MEX,San Francisco Conchos,None,None,San Francisco,start,exact,tanck,9
1000031,Cuencame,1111,9999,Cuencame,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,24.8699849997,-103.697968,Buena,Geoservice/Satelite,Cuencame,MEX,San Antonio Cuencame,None,None,None,start,end,gerhard-north,4
1000032,Cusihuiriachi,1688,9999,Cosihuiriachic,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,28.2418279202,-106.83735722,Suficiente,Geoservice/Satelite,Cusihuiriachi| Cosiguriachic,MEX,Santa Rosa Cusihuiriachi,None,None,Santa Rosa,exact,end,gerhard-north,4
1000033,Guanacevi,1111,1752,Guanacevi,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.9326590002,-105.956528,Buena,Geoservice/Satelite,Guanacevi,MEX,Guanacevi,None,None,None,start,end,gerhard-north,4
1000033,Guanacevi,1753,1779,Guanacevi,Durango,GDJ,Anexo,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.9326590002,-105.956528,Buena,Geoservice/Satelite,Zape,MEX,Guanacevi,None,None,None,exact,end,gerhard-north,5
1000033,Guanacevi,1780,9999,Guanacevi,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.9326590002,-105.956528,Buena,Geoservice/Satelite,Guanacevi,MEX,Guanacevi,None,None,None,not_before,end,gerhard-north,4
1000034,Guarisamey,1111,1782,Guarisamey,Durango,GDJ,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,24.1297219997,-105.891111,Buena,Geoservice/Satelite,Guarisamey,MEX,San Pedro Guarisamey,None,None,San Pedro,start,exact,tanck,6
1000034,Guarisamey,1783,9999,Guarisamey,Durango,GDJ,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,Si,1000000,24.1297219997,-105.891111,Buena,Geoservice/Satelite,Guarisamey,MEX,San Pedro Guarisamey,None,None,San Pedro,exact,end,tanck,5
1000035,Mapimi,1598,9999,Mapimi,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.8330559998,-103.847778,Buena,Geoservice/Satelite,Mapimi,MEX,Santiago Mapimi,None,None,None,ca,end,gerhard-north,4
1000036,Mezquital,1754,9999,Mezquital,Durango,GDJ,Curato,Secular,Pueblo,Pueblo de indios,s.d.,No,1000000,23.4741670002,-104.395556,Buena,Geoservice/Satelite,Mezquital,MEX,San Francisco Mezquital,None,None,San Francisco,exact,end,tanck,5
1000036,Mezquital,1111,1753,Mezquital,Durango,GDJ,Curato,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,23.4741670002,-104.395556,Buena,Geoservice/Satelite,Mezquital,MEX,San Francisco Mezquital,None,None,San Francisco,start,end,tanck,5
1000038,Papasquiaro,1111,1752,Papasquiaro,Durango,GDJ,Mision cabecera,SJ,Pueblo,Pueblo de indios,s.d.,No,1000000,25.045,-105.420278,Buena,Geoservice/Satelite,Papasquiaro,MEX,Santiago Papasquiaro,None,None,Santiago,start,exact,tanck,5
1000038,Papasquiaro,1787,9999,Papasquiaro,Durango,GDJ,Curato,s.d.,Villa,Villa,No,No,1000000,25.045,-105.420278,Buena,Geoservice/Satelite,Papasquiaro,MEX,Santiago Papasquiaro,None,None,Santiago,exact,end,tanck,4
1000038,Papasquiaro,1753,1786,Papasquiaro,Durango,GDJ,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,25.045,-105.420278,Buena,Geoservice/Satelite,Papasquiaro,MEX,Santiago Papasquiaro,None,None,Santiago,exact,exact,tanck,5
1000039,Parral,1631,9999,Parral,Durango,GDJ,Curato,s.d.,Villa,Real de minas,Cabildo,No,1000000,26.93301,-105.66316,Buena,Geoservice/Satelite,Parral,MEX,Parral,None,None,None,exact,end,gerhard-north,2
1000040,Parras,1111,9999,Parras,Durango,GDJ,Curato,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,25.440278,-102.1825,Buena,Geoservice/Satelite,Parras,MEX,Santa Maria Parras,None,None,Santa Maria,start,end,tanck,5
1000041,Real del Oro,1755,9999,Real del Oro,Durango,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.9541300002,-105.36771,Buena,Geoservice/Satelite,Real del Oro,MEX,Real de las Mercedes del Oro,None,Santa Maria del Oro,None,not_after,end,gerhard-north,4
1000041,Real del Oro,1111,1754,Real del Oro,Durango,GDJ,Anexo,s.d.,Poblacion,Real de minas,s.d.,No,1000000,25.9541300002,-105.36771,Buena,Geoservice/Satelite,Inde,MEX,Real de las Mercedes del Oro,None,Santa Maria del Oro,None,start,end,gerhard-north,6
1000042,Saltillo,1577,9999,Saltillo,Durango,GDJ,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,25.4215800002,-100.99961,Exacta,Geoservice/Satelite,Saltillo,MEX,Saltillo,None,None,None,exact,end,gerhard-north,3
1000043,San Gregorio,1111,9999,San Andres de la Sierra,Durango,GDJ,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,24.8405559997,-106.200833,Buena,Geoservice/Satelite,San Gregorio,MEX,San Gregorio de Bozas,None,None,None,start,end,tanck,6
1000044,Valle de San Buenaventura,1111,9999,San Buenaventura,Durango,GDJ,Curato,s.d.,Poblacion,Valle,s.d.,No,1000000,29.8432000001,-107.4565,Buena,Geoservice/Satelite,San Buenaventura,MEX,Valle de San Buenaventura,None,None,None,start,end,gerhard-north,5
1000045,San Juan del Rio,1756,9999,San Juan del Rio,Durango,GDJ,Curato,Secular,Poblacion,"""Pueblo""",s.d.,No,1000000,24.7840500001,-104.470261,Buena,Geoservice/Satelite,San Juan del Rio,MEX,San Juan del Rio,None,None,None,ca,end,gerhard-north,5
1000045,San Juan del Rio,1111,1755,San Juan del Rio,Durango,GDJ,Curato,OFM,Poblacion,"""Pueblo""",s.d.,No,1000000,24.7840500001,-104.470261,Buena,Geoservice/Satelite,San Juan del Rio,MEX,San Juan del Rio,None,None,None,start,end,gerhard-north,5
1000046,Santa Barbara,1564,9999,Santa Barbara DU,Durango,GDJ,Curato,s.d.,Villa,Real de minas,No,No,1000000,26.803909,-105.819168,Buena,Geoservice/Satelite,Santa Barbara,MEX,Santa Barbara,None,None,None,exact,end,gerhard-north,4
1000047,Valle de San Bartolome,1572,9999,valle de San Bartolome,Durango,GDJ,Curato,s.d.,Poblacion,Valle,s.d.,No,1000000,26.9374499997,-105.393738,Buena,Geoservice/Satelite,valle de San Bartolome,MEX,valle de San Bartolome,None,Valle de Allende,None,exact,end,gerhard-north,5
1000048,Acaponeta,1791,9999,Acaponeta,Guadalajara,GDJ,Curato,Secular,Pueblo,Pueblo de indios,s.d.,No,1000000,22.4922220002,-105.360556,Buena,Geoservice/Satelite,Acaponeta,MEX,Asuncion Acaponeta,None,None,Asuncion,not_before,end,tanck,5
1000048,Acaponeta,1111,1790,Acaponeta,Guadalajara,GDJ,Curato,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,22.4922220002,-105.360556,Buena,Geoservice/Satelite,Acaponeta,MEX,Asuncion Acaponeta,None,None,Asuncion,start,end,tanck,5
1000049,Ahuacatlan,1111,1799,Ahuacatlan,Guadalajara,GDJ,Curato,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,21.054167,-104.484167,Buena,Geoservice/Satelite,Jala,MEX,San Juan Evangelista Ahuacatlan,None,None,San Juan Evangelista,start,end,tanck,5
1000049,Ahuacatlan,1800,9999,Ahuacatlan,Guadalajara,GDJ,Curato,Secular,Pueblo,Pueblo de indios,s.d.,No,1000000,21.054167,-104.484167,Buena,Geoservice/Satelite,Ahuacatlan,MEX,San Juan Evangelista Ahuacatlan,None,None,San Juan Evangelista,ca,end,tanck,5
1000050,Autlan,1111,1798,Autlan,Guadalajara,GDJ,Curato,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,19.7708330004,-104.369444,Buena,Geoservice/Satelite,Autlan,MEX,San Salvador Autlan,None,None,San Salvador,start,end,tanck,5
1000050,Autlan,1799,9999,Autlan,Guadalajara,GDJ,Curato,Secular,Pueblo,Pueblo de indios,s.d.,No,1000000,19.7708330004,-104.369444,Buena,Geoservice/Satelite,Autlan,MEX,San Salvador Autlan,None,None,San Salvador,ca,end,tanck,5
1000051,Bolaños,1739,1747,Bolanos,Nayarit-Colotlan,GDJ,s.d.,s.d.,Poblacion,Mineral,s.d.,No,1000000,21.8311010004,-103.780998,Buena,Geoservice/Satelite,None,MEX,San Miguel Bolaños,None,None,None,exact,exact,gerhard-north,5
1000051,Bolaños,1748,1752,Bolanos,Nayarit-Colotlan,GDJ,s.d.,s.d.,Poblacion,Real de minas,s.d.,No,1000000,21.8311010004,-103.780998,Buena,Geoservice/Satelite,None,MEX,San Miguel Bolaños,None,None,None,exact,end,gerhard-north,5
1000051,Bolaños,1753,9999,Bolanos,Nayarit-Colotlan,GDJ,Curato,s.d.,Poblacion,Real de minas,s.d.,No,1000000,21.8311010004,-103.780998,Buena,Geoservice/Satelite,Bolaños,MEX,San Miguel Bolaños,None,None,None,exact,end,gerhard-north,4
1000052,Cuquio,1111,9999,Cuquio,Guadalajara,GDJ,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,20.9277780001,-103.023333,Buena,Geoservice/Satelite,Cuquio,MEX,San Felipe Cuquio,None,None,San Felipe,start,end,tanck,5
1000053,Ahualulco,1761,9999,Etzatlan,Guadalajara,GDJ,Curato,Secular,Pueblo,Pueblo de indios,s.d.,No,1000000,20.7002780003,-103.976111,Buena,Geoservice/Satelite,Ahualulco,MEX,San Francisco Ahualulco,Ayahualulco|,None,San Francisco,not_before,end,tanck,6
1000053,Ahualulco,1111,1760,Etzatlan,Guadalajara,GDJ,Curato,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,20.7002780003,-103.976111,Buena,Geoservice/Satelite,Ahualulco,MEX,San Francisco Ahualulco,Ayahualulco|,None,San Francisco,start,end,tanck,6
