gz_id,label,start,end_,partido_generico,provincia_generica,region,iglesia_cat,servido_por,categoria,categoria_especial,cabildo,parcialidad,es_parte_de,lat,lon,cert,metodo,curato_generico,pais,nombre,variantes,nombrehoy,santo,start_ex,end_ex,fuente_ID,importancia
3000330,San Lazaro,1111,1799,Santo Domingo,Santo Domingo,SDO,Curato,s.d.,Localidad,Hospital,No,Si,3000001,18.4734119997,-69.8904600003,Buena,Geoservice/Satelite,None,DOM,San Lazaro,None,None,None,start,exact,informe-sd,9
3000331,San Carlos de Tenerife,1685,1799,Santo Domingo,Santo Domingo,SDO,Curato,s.d.,Villa,Villa,s.d.,No,1000000,18.4787320004,-69.8949559999,Buena,Geoservice/Satelite,None,DOM,San Carlos de Tenerife,None,None,None,exact,exact,informe-sd,5
3000332,Ingenios del Rio Jayna,1111,1799,Santo Domingo,Santo Domingo,SDO,Curato,s.d.,Poblacion,Poblacion,No,No,1000000,18.4335,-69.9833,Identificacion incierta,Geoservice/Satelite,None,DOM,Ingenios del Rio Jayna,Jaina arriba|,None,None,start,exact,informe-sd,6
3000333,Rio Jayna abajo,1111,1799,Santo Domingo,Santo Domingo,SDO,Curato,s.d.,Poblacion,Poblacion,No,No,1000000,18.4159999997,-70.0291999997,Identificacion incierta,Geoservice/Satelite,None,DOM,Rio Jayna abajo,Jaina abajo|,None,None,start,exact,informe-sd,6
3000334,San Jose de los Llanos,1740,1779,Bayaguana,Santo Domingo,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,18.6202999997,-69.4958000001,Buena,Geoservice/Satelite,None,DOM,San Jose de los Llanos,None,None,None,not_before,exact,informe-sd,7
3000334,San Jose de los Llanos,1780,1799,Bayaguana,Santo Domingo,SDO,Anexo,s.d.,Poblacion,Poblacion,No,No,1000000,18.6202999997,-69.4958000001,Buena,Geoservice/Satelite,Santa Barbara,DOM,San Jose de los Llanos,None,None,None,ca,exact,informe-sd,7
3000336,Hato Mayor,1111,1799,Seybo,Santo Domingo,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,18.7631499998,-69.2556200002,Buena,Geoservice/Satelite,None,DOM,Hato Mayor,None,None,None,start,exact,informe-sd,7
3000337,Cape Girardeau,1793,1803,Luisiana Alta,Luisiana,SDO,s.d.,s.d.,Poblacion,Puesto,No,No,1000000,37.3078000002,-89.5297,Buena,Geoservice/Satelite,None,USA,Cape Girardeau,None,None,None,exact,exact,houck,8
3000338,Mine La Motte,1766,1803,Luisiana Alta,Luisiana,SDO,s.d.,s.d.,Poblacion,Mineral,No,No,1000000,37.6085647956,-90.2542442635,Suficiente,Geoservice/Satelite,None,USA,Mine La Motte,None,None,None,arbitrary,exact,houck,7
3000339,Saint Michel,1800,1803,Luisiana Alta,Luisiana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,37.5600000004,-90.2979999997,Buena,Geoservice/Satelite,None,USA,Saint Michel,Fredericktown|,None,None,ca,exact,houck,7
3000340,La Petite Prairie,1794,1799,Luisiana Alta,Luisiana,SDO,s.d.,s.d.,Poblacion,Puesto,No,No,1000000,36.1832000002,-89.6590000001,Suficiente,Geoservice/Satelite,None,USA,La Petite Prairie,None,None,None,exact,exact,houck,8
3000340,San Fernando,1800,1802,Luisiana Alta,Luisiana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,36.1832000002,-89.6590000001,Suficiente,Geoservice/Satelite,None,USA,San Fernando,None,None,None,exact,not_after,houck,8
3000341,Esperanza,1797,1803,Luisiana baja,Luisiana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,35.1482999998,-90.1906999996,Buena,Geoservice/Satelite,None,USA,Esperanza,None,None,None,exact,exact,martinez-canales,9
3000342,San Francisco de Macoris,1778,1799,La Vega,Santo Domingo,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,19.2966820001,-70.2534919999,Buena,Geoservice/Satelite,None,DOM,San Francisco de Macoris,None,None,None,exact,exact,agi-passim,7
3000343,Cumanayagua,1804,9999,Villaclara,Habana,SDO,Curato,s.d.,Poblacion,Poblacion,No,No,1000000,22.1527390003,-80.2018820002,Buena,Geoservice/Satelite,None,CUB,Cumanayagua,None,None,None,exact,end,valdes_cuba1,6
3000344,Cojimar,1782,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,23.1640690001,-82.3020180004,Buena,Geoservice/Satelite,None,CUB,Cojimar,None,None,None,exact,end,passim,9
3000345,El Morro,1111,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,Si,3000004,23.1503299996,-82.3565200002,Exacta,Geoservice/Satelite,None,CUB,El Morro,None,Tres Reyes del Morro,None,start,end,passim,10
3000346,La Punta,1111,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,Si,3000004,23.1460500001,-82.3572099996,Exacta,Geoservice/Satelite,None,CUB,La Punta,None,San Salvador de la Punta,None,start,end,passim,10
3000347,Real Fuerza,1111,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,23.1410600002,-82.34967,Exacta,Geoservice/Satelite,None,CUB,Real Fuerza,None,None,None,start,end,passim,9
3000348,Bajurayabo,1111,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Poblacion,Mineral,No,No,1000000,23.1329860002,-82.179011,Buena,Geoservice/Satelite,None,CUB,Bajurayabo,None,None,None,start,end,passim,7
3000350,Guasabacoa,1111,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Localidad,Partido,No,No,1000000,23.1127,-82.3339000003,Buena,Geoservice/Satelite,None,CUB,Guasabacoa,Guazabacoa| Guasavacoa|,None,None,start,end,passim,10
3000351,Santa Ana,1734,9999,Matanzas,Habana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,22.9357670002,-81.5965420002,Buena,Geoservice/Satelite,None,CUB,Santa Ana,None,None,None,not_after,end,passim,7
3000352,San Diego de los Baños,1775,9999,Habana Oeste,Habana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,22.6463080004,-83.367246,Buena,Geoservice/Satelite,None,CUB,San Diego de los Baños,None,None,None,not_after,end,passim,7
3000353,San Jeronimo,1803,9999,Puerto Principe,Habana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,21.4714799999,-78.3117100003,Buena,Geoservice/Satelite,None,CUB,San Jeronimo,None,None,None,ca,end,foras-cub-1800,7
3000354,Los Palos,1802,9999,Habana Este,Habana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,22.7945999996,-81.7430000002,Buena,Geoservice/Satelite,None,CUB,Los Palos,None,None,None,exact,end,passim,7
3000355,San Pedro,1111,9999,Habana Oeste,Habana,SDO,s.d.,s.d.,Rural,Hato,No,No,1000000,22.9521149996,-82.4912360001,Buena,Geoservice/Satelite,None,CUB,San Pedro,None,None,None,start,end,passim,8
3000356,Cabezas,1750,9999,Matanzas,Habana,SDO,s.d.,s.d.,Localidad,Partido,No,No,1000000,22.8417759997,-81.6800090002,Buena,Geoservice/Satelite,None,CUB,Cabezas,None,None,None,exact,end,passim,10
3000357,San Severino,1111,9999,Matanzas,Habana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,23.0559999996,-81.5594300002,Buena,Geoservice/Satelite,None,CUB,San Severino,None,None,None,start,end,passim,9
3000358,Jagua,1742,9999,Trinidad CU,Habana,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,22.0645090001,-80.464351,Buena,Geoservice/Satelite,None,CUB,Jagua,None,None,None,exact,end,passim,9
3000359,Guadalupe,1111,9999,Habana Centro,Habana,SDO,Anexo,s.d.,Poblacion,Poblacion,No,No,1000000,23.1312399997,-82.3680899996,Buena,Geoservice/Satelite,None,CUB,Guadalupe,None,None,None,start,end,valdes_cuba1,7
3000360,La Salud,1776,1801,Habana Centro,Habana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,23.1335500001,-82.3655500002,Buena,Geoservice/Satelite,None,CUB,La Salud,None,None,None,exact,end,valdes_cuba1,7
3000360,La Salud,1802,9999,Habana Centro,Habana,SDO,Curato,s.d.,Poblacion,Poblacion,No,No,1000000,23.1335500001,-82.3655500002,Buena,Geoservice/Satelite,None,CUB,La Salud,None,None,None,exact,end,valdes_cuba1,6
3000361,Alquizar,1799,9999,Habana Centro,Habana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,22.8069309999,-82.5857539998,Buena,Geoservice/Satelite,None,CUB,Alquizar,None,None,None,exact,end,passim,7
3000362,Nueva Feliciana,1785,9999,Baton Rouge,Luisiana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,30.7879000002,-91.3778000004,Suficiente,Geoservice/Satelite,None,USA,Nueva Feliciana,None,Saint Francisville,None,exact,end,passim,7
3000363,Villa Gayoso,1792,1797,Yazoo,Luisiana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,31.6425000002,-91.1350000001,Suficiente,Geoservice/Satelite,None,USA,Villa Gayoso,Cole's Creek|,None,None,exact,exact,passim,7
3000363,Cole's Creek,1791,1791,Yazoo,Luisiana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,31.6425000002,-91.1350000001,Suficiente,Geoservice/Satelite,None,USA,Cole's Creek,None,None,None,exact,exact,passim,7
3000364,Tinzas,1785,9999,Mobila,Luisiana,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,30.7380200004,-88.0952899996,No localizado,No localizado,None,USA,Tinzas,None,None,None,not_after,end,passim,7
3000365,Nassau,1782,1782,Bahamas,Bahamas,SDO,s.d.,s.d.,Poblacion,Poblacion,No,No,1000000,25.078346,-77.3383329998,Buena,Geoservice/Satelite,None,BHS,Nassau,None,None,None,exact,exact,passim,7
3000366,Matanzas,1740,1762,Florida Oriental,Florida,SDO,s.d.,s.d.,Fuerte,Fuerte,No,No,1000000,29.7104999996,-81.2351000003,Suficiente,Geoservice/Satelite,None,USA,Matanzas,None,None,None,exact,exact,passim,9
3001001,Sevilla la Nueva,1509,1654,Jamaica,Caribe,EXT,s.d.,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,18.4440741801,-77.2245710299,Suficiente,Descripcion moderna,None,JAM,Sevilla la Nueva,None,None,None,exact,exact,morales-padron,5
3001002,Santiago de la Vega,1536,1654,Jamaica,Caribe,EXT,None,s.d.,Ciudad,Ciudad,s.d.,No,1000000,17.9954602503,-76.9514014197,Buena,Geoservice/Satelite,None,JAM,Santiago de la Vega,None,Spanish Town,None,exact,exact,morales-padron,6
3001002,Villa de la Vega,1535,1535,Jamaica,Caribe,EXT,None,s.d.,Villa,Villa,s.d.,No,1000000,17.9954602503,-76.9514014197,Buena,Geoservice/Satelite,None,JAM,Villa de la Vega,None,Spanish Town,None,exact,exact,morales-padron,6
3001003,La Isabela,1494,1499,Puerto Plata,Santo Domingo,SDO,s.d.,s.d.,Ciudad,Ciudad,No,No,1000000,19.8889618398,-71.0803642698,Exacta,Geoservice/Satelite,None,DOM,La Isabela,None,None,None,exact,exact,morales-padron,6
3130313,Plain Awful,1111,1701,Vilcabamba,Cuzco,PER,s.d.,s.d.,Localidad,Localidad,No,No,1000000,-13.2919319997,-72.8080829996,No localizado,No localizado,None,PER,Plain Awful,None,None,None,start,not_after,barks,10
3133130,Los Vulcanos,1808,9999,Chimaltenango,Guatemala,GUA,s.d.,s.d.,Localidad,Localidad,No,No,1000000,14.3910839999,-90.7724480003,No localizado,No localizado,None,GTM,Los Vulcanos,None,None,None,not_before,end,barks,10
4000001,Caracas,1637,9999,Caracas,Caracas,VEN,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.5060980004,-66.914602,Exacta,Geoservice/Satelite,Caracas,VEN,Caracas,Santiago de Leon de Caracas|,Caracas,None,exact,end,alcedo,1
4000001,Caracas,1567,1636,Caracas,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.5060980004,-66.914602,Exacta,Geoservice/Satelite,Caracas,VEN,Caracas,Santiago de Leon de Caracas|,Caracas,None,exact,end,alcedo,2
4000002,Coro,1637,9999,Coro,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,11.4073899997,-69.6777900001,Exacta,Geoservice/Satelite,Coro,VEN,Coro,None,Coro,Santa Ana,exact,end,alcedo,3
4000002,Coro,1535,1636,Coro,Caracas,VEN,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,11.4073899997,-69.6777900001,Exacta,Geoservice/Satelite,Coro,VEN,Coro,None,Coro,Santa Ana,exact,end,alcedo,3
4000002,Coro,1525,1534,Coro,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,11.4073899997,-69.6777900001,Exacta,Geoservice/Satelite,Coro,VEN,Coro,None,Coro,Santa Ana,exact,end,alcedo,3
4000003,El Tocuyo,1545,9999,Tocuyo,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,9.78639999996,-69.7845,Buena,Geoservice/Satelite,El Tocuyo,VEN,El Tocuyo,None,El Tocuyo,Concepcion,exact,end,alcedo,2
4000004,Puerto de España,1783,1796,Trinidad TR,Trinidad,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.6528499996,-61.5099500004,Buena,Geoservice/Satelite,Trinidad,TTO,Trinidad,Trinidad de la Guayana|,Port-of-Spain,None,exact,exact,alcedo,4
4000004,Puerto de España,1111,1782,Trinidad TR,Trinidad,VEN,Curato,s.d.,Poblacion,Puerto,No,No,1000000,10.6528499996,-61.5099500004,Buena,Geoservice/Satelite,Trinidad,TTO,Trinidad,Trinidad de la Guayana|,Port-of-Spain,None,start,exact,alcedo,4
4000005,Nueva Cordoba,1562,1590,Cumana,Cumana,VEN,Curato,s.d.,Poblacion,Ciudad,s.d.,No,1000000,10.4672100003,-64.1765980002,Buena,Geoservice/Satelite,Cumana,VEN,Nueva Cordoba Cumana,None,Cumana,None,fundacion,exact,alcedo,4
4000005,Cumana,1591,9999,Cumana,Cumana,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.4672100003,-64.1765980002,Buena,Geoservice/Satelite,Cumana,VEN,Cumana,None,Cumana,None,exact,end,alcedo,3
4000006,Margarita,1562,9999,Isla Margarita,Isla Margarita,VEN,Curato,s.d.,Ciudad,Ciudad,s.d.,No,1000000,11.0360999998,-63.8679080003,Buena,Geoservice/Satelite,Margarita,VEN,Asuncion Margarita,None,Asuncion Margarita,Asuncion,exact,end,alcedo,4
4000007,Maracaibo,1574,9999,Maracaibo,Maracaibo,VEN,Curato,s.d.,Ciudad,Presidio,Cabildo,No,1000000,10.6537259996,-71.6178429998,Buena,Geoservice/Satelite,Maracaibo,VEN,Nueva Zamora de la Laguna de Maracaibo,None,Maracaibo,San Sebastian,exact,end,alcedo,2
4000008,Barinas,1759,9999,Barinas,Maracaibo,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,8.63154599965,-70.2337620001,Buena,Geoservice/Satelite,Barinas,VEN,Barinas,None,Barinitas,None,exact,end,alcedo,2
4000008,Barinas,1628,1758,Barinas,Maracaibo,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,8.75715999983,-70.4044699997,Buena,Geoservice/Satelite,Barinas,VEN,Barinas,None,Barinitas,None,exact,exact,alcedo,3
4000008,Altamira de Caceres,1577,1627,Barinas,Maracaibo,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,8.82618241019,-70.5033863101,Buena,Geoservice/Satelite,Barinas,VEN,Altamira de Caceres,None,None,None,exact,exact,alcedo,4
4000009,Angostura,1790,9999,Misiones franciscanas,Guayana,VEN,Sagrario,s.d.,Ciudad,Plaza,s.d.,No,1000000,8.12777400027,-63.5490639997,Buena,Geoservice/Satelite,Angostura,VEN,Santo Tome de Guayana de la Angostura del Orinoco,Nueva Guayana|,Ciudad Bolivar,None,exact,end,donis,3
4000009,Santo Tomas,1595,1763,Misiones franciscanas,Guayana,VEN,Curato,s.d.,Ciudad,Plaza,s.d.,No,1000000,8.33466800033,-62.6820189996,Buena,Geoservice/Satelite,Santo Tomas,VEN,Santo Tomas de Guayana,Guayana| Guayana Vieja|,Ciudad Guayana,None,exact,exact,donis,3
4000009,Angostura,1764,1789,Misiones franciscanas,Guayana,VEN,Curato,s.d.,Ciudad,Plaza,s.d.,No,1000000,8.12777400027,-63.5490639997,Buena,Geoservice/Satelite,Santo Tomas,VEN,Santo Tome de Guayana de la Angostura del Orinoco,Nueva Guayana|,Ciudad Bolivar,None,exact,end,donis,3
4000010,La Guaira,1111,9999,Caracas,Caracas,VEN,Curato,s.d.,Poblacion,Puerto,s.d.,No,1000000,10.6012688099,-66.9314407099,Buena,Geoservice/Satelite,La Guaira,VEN,La Guaira,None,La Guaira,San Pedro Apostol,start,end,alcedo,6
4000011,Merida,1778,9999,Merida,Maracaibo,VEN,Sagrario,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,8.59751999985,-71.1448590001,Buena,Geoservice/Satelite,Merida,VEN,Merida,None,Merida,None,exact,end,alcedo,3
4000011,Merida,1558,1777,Merida,Maracaibo,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,8.59751999985,-71.1448590001,Buena,Geoservice/Satelite,Merida,VEN,Merida,None,Merida,None,exact,end,alcedo,2
4000013,Araure,1694,1719,Araure,Caracas,VEN,Curato,OFMCap,Villa,Villa,No,No,1000000,9.59313299969,-69.2272840002,Buena,Geoservice/Satelite,Araure,VEN,Villa de Araure,Pilar de Zaragoza y Araure|,None,Pilar,exact,end,relgeo-ven,4
4000013,Araure,1720,9999,Araure,Caracas,VEN,Curato,Secular,Villa,Villa,No,No,1000000,9.59313299969,-69.2272840002,Buena,Geoservice/Satelite,Araure,VEN,Villa de Araure,Pilar de Zaragoza y Araure|,None,Pilar,ca,end,relgeo-ven,4
4000014,Barquisimeto,1563,9999,Barquisimeto,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.0740370003,-69.3215669998,Buena,Geoservice/Satelite,Barquisimeto,VEN,Nueva Segovia de Barquisimeto,None,None,None,exact,end,lombardi,3
4000015,Calabozo,1751,9999,Calabozo,Caracas,VEN,Curato,s.d.,Villa,Villa,s.d.,No,1000000,8.91944600043,-67.4304759999,Buena,Geoservice/Satelite,Calabozo,VEN,Todos Santos Calabozo,None,None,Todos Santos,exact,end,lombardi,5
4000015,Calabozo,1701,1723,Calabozo,Caracas,VEN,Anexo,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,8.91944600043,-67.4304759999,Buena,Geoservice/Satelite,Calabozo,VEN,Candelaria Calabozo,|,None,Candelaria,hgis,exact,lombardi,7
4000015,Calabozo,1738,1750,Calabozo,Caracas,VEN,Curato,OFMCap,Poblacion,"""Pueblo""",s.d.,No,1000000,8.91944600043,-67.4304759999,Buena,Geoservice/Satelite,Calabozo,VEN,Todos Santos Calabozo,None,None,Todos Santos,exact,exact,lombardi,6
4000015,Calabozo,1724,1737,Calabozo,Caracas,VEN,Curato,OFMCap,Poblacion,"""Pueblo""",s.d.,No,1000000,8.91944600043,-67.4304759999,Buena,Geoservice/Satelite,Calabozo,VEN,Candelaria Calabozo,|,None,Candelaria,exact,exact,lombardi,6
4000016,Carora,1572,9999,Carora,Caracas,VEN,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,10.1648000004,-70.0760999996,Buena,Geoservice/Satelite,Carora,VEN,Carora,None,None,San Juan Bautista,exact,end,lombardi,3
4000017,El Pao,1727,9999,El Pao,Caracas,VEN,Curato,s.d.,Villa,Villa,s.d.,No,1000000,9.63798999984,-68.1291799999,Buena,Geoservice/Satelite,El Pao,VEN,Concepcion del Pao,None,None,San Juan Bautista,exact,end,lombardi,5
4000017,El Pao,1719,1726,El Pao,Caracas,VEN,Mision cabecera,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,9.63798999984,-68.1291799999,Buena,Geoservice/Satelite,El Pao,VEN,Concepcion del Pao,None,None,San Juan Bautista,exact,exact,lombardi,5
4000017,El Pao,1701,1718,El Pao,Caracas,VEN,Mision,OFM,Pueblo,Pueblo de indios,s.d.,No,1000000,9.63798999984,-68.1291799999,Buena,Geoservice/Satelite,El Pao,VEN,Concepcion del Pao,None,None,San Juan Bautista,hgis,exact,lombardi,6
4000018,Guanare,1591,9999,Guanare,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,9.03269999991,-69.7345000001,Buena,Geoservice/Satelite,Guanare,VEN,Espiritu Santo del Valle de Guanaguanare,None,None,None,exact,end,lombardi,3
4000019,Nirgua,1624,9999,Nirgua,Caracas,VEN,Curato,s.d.,Villa,Villa,Cabildo,No,1000000,10.1535,-68.5685000002,Buena,Geoservice/Satelite,Nirgua,VEN,Nirgua,None,None,None,exact,end,lombardi,3
4000020,San Carlos,1678,1719,San Carlos,Caracas,VEN,Curato,OFMCap,Villa,Villa,Cabildo,No,1000000,9.66239999956,-68.5882000003,Buena,Geoservice/Satelite,San Carlos,VEN,San Carlos de Austria,None,None,None,exact,end,lombardi,3
4000020,San Carlos,1720,9999,San Carlos,Caracas,VEN,Curato,Secular,Villa,Villa,Cabildo,No,1000000,9.66239999956,-68.5882000003,Buena,Geoservice/Satelite,San Carlos,VEN,San Carlos de Austria,None,None,None,ca,end,lombardi,3
4000021,Cerrito de Cocorote,1701,1729,San Felipe VE,Caracas,VEN,Curato,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,10.3410799997,-68.7353099999,Suficiente,Geoservice/Satelite,None,VEN,Presentacion Cerrito de Cocorote,None,None,None,hgis,exact,lombardi,3
4000021,San Felipe,1730,9999,San Felipe VE,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.3410799997,-68.7353099999,Suficiente,Geoservice/Satelite,None,VEN,San Felipe el Fuerte,None,None,None,exact,end,lombardi,4
4000022,Ospino,1713,1753,Ospino,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,No,No,1000000,9.28645900008,-69.4476619997,Buena,Geoservice/Satelite,Ospino,VEN,San Juan Bautista Ospino,San Fernando| San Juan Bautista| Ospiro|,None,None,exact,end,lombardi,5
4000022,Ospino,1754,9999,Ospino,Caracas,VEN,Curato,s.d.,Villa,Villa,No,No,1000000,9.28645900008,-69.4476619997,Buena,Geoservice/Satelite,Ospino,VEN,San Juan Bautista Ospino,San Fernando| San Juan Bautista| Ospiro|,None,None,exact,end,lombardi,4
4000023,San Sebastian,1585,9999,San Sebastian,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,9.94616999965,-67.1787800004,Buena,Geoservice/Satelite,San Sebastian,VEN,San Sebastian de los Reyes,None,None,None,exact,end,lombardi,3
4000024,Valencia,1555,9999,Valencia,Caracas,VEN,Curato,s.d.,Ciudad,Ciudad,Cabildo,No,1000000,10.1828799996,-68.00367,Buena,Geoservice/Satelite,Valencia,VEN,Valencia,None,None,None,exact,end,lombardi,3
4000025,Villa de Cura,1730,9999,Villa de Cura,Caracas,VEN,Curato,s.d.,Villa,Villa,No,No,1000000,10.0356099999,-67.4840400004,Buena,Geoservice/Satelite,Villa de Cura,VEN,Villa de San Luis de Cura,None,None,None,exact,end,lombardi,4
4000026,Aparicion,1727,9999,Araure,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,9.39610000021,-69.3834999996,Buena,Geoservice/Satelite,Aparicion,VEN,Aparicion de la Cortesa,Corteza|,None,None,not_after,end,lombardi,6
4000027,Turen,1724,1778,Araure,Caracas,VEN,Mision,OFMCap-And,Pueblo,Pueblo de indios,s.d.,No,1000000,9.33301419005,-69.12371436,Suficiente,Geoservice/Satelite,Turen,VEN,San Antonio Turen,Yujure| Yugure| Yupure| Yogore| Jujure|,None,None,exact,end,lombardi,7
4000027,Turen,1779,9999,Araure,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,9.33301419005,-69.12371436,Suficiente,Geoservice/Satelite,Turen,VEN,San Antonio Turen,Yujure| Yugure| Yupure| Yogore| Jujure|,None,None,not_before,end,lombardi,6
4000028,Agua Blanca,1801,9999,Araure,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,9.6600000004,-69.1057999998,Buena,Geoservice/Satelite,Agua Blanca,VEN,Santa Barbara Agua Blanca,None,None,Santa Barbara,not_before,end,lombardi,6
4000028,Agua Blanca,1725,1800,Araure,Caracas,VEN,Mision,OFMCap-And,Pueblo,Pueblo de indios,s.d.,No,1000000,9.6600000004,-69.1057999998,Buena,Geoservice/Satelite,Agua Blanca,VEN,Santa Barbara Agua Blanca,None,None,Santa Barbara,exact,end,lombardi,7
4000029,Onoto,1726,1800,Araure,Caracas,VEN,s.d.,OFMCap-And,Pueblo,Pueblo de indios,s.d.,No,1000000,9.67811999964,-68.9725099999,Buena,Geoservice/Satelite,Onoto,VEN,San Rafael Onoto,None,None,San Rafael,exact,end,lombardi,7
4000029,Onoto,1801,9999,Araure,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,9.67811999964,-68.9725099999,Buena,Geoservice/Satelite,Onoto,VEN,San Rafael Onoto,None,None,San Rafael,ca,end,lombardi,6
4000031,Acarigua,1720,9999,Araure,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,9.55980000037,-69.1937600001,Buena,Geoservice/Satelite,Acarigua,VEN,San Miguel Acarigua,None,None,None,ca,end,relgeo-ven,6
4000031,Acarigua,1701,1719,Araure,Caracas,VEN,Curato,OFMCap,Pueblo,Pueblo de indios,s.d.,No,1000000,9.55980000037,-69.1937600001,Buena,Geoservice/Satelite,Acarigua,VEN,San Miguel Acarigua,None,None,None,hgis,end,relgeo-ven,6
4000032,Valle de Aroa,1782,9999,Barquisimeto,Caracas,VEN,Curato,s.d.,Poblacion,Valle,s.d.,No,1000000,10.4397219999,-68.8949129999,Buena,Geoservice/Satelite,Aroa,VEN,Valle de Aroa,None,None,None,exact,end,lombardi,6
4000032,Valle de Aroa,1111,1781,Barquisimeto,Caracas,VEN,Anexo,s.d.,Poblacion,Valle,s.d.,No,1000000,10.4397219999,-68.8949129999,Buena,Geoservice/Satelite,Duaca,VEN,Valle de Aroa,None,None,None,start,end,lombardi,7
4000033,Chivacoa,1701,9999,Barquisimeto,Caracas,VEN,Anexo,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,10.1611959997,-68.8969510004,Buena,Geoservice/Satelite,Guara,VEN,Chivacoa,None,None,None,hgis,end,lombardi,7
4000034,Cerrito de Santa Rosa,1111,9999,Barquisimeto,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,10.0578900003,-69.2714200003,Suficiente,Geoservice/Satelite,Santa Rosa,VEN,Cerrito de Santa Rosa,Santa Rosa|,None,None,start,end,lombardi,6
4000035,Yaritagua,1701,9999,Barquisimeto,Caracas,VEN,Curato,s.d.,Poblacion,"""Pueblo""",s.d.,No,1000000,10.0800000001,-69.1260999997,Buena,Geoservice/Satelite,Yaritagua,VEN,Santa Lucia Yaritagua,None,None,None,hgis,end,lombardi,6
4000036,Bobare,1801,9999,Barquisimeto,Caracas,VEN,Curato,s.d.,Pueblo,Pueblo de indios,s.d.,No,1000000,10.2666900001,-69.4716499997,Suficiente,Geoservice/Satelite,Bobare,VEN,Guadalupe Bobare,Bovare| Bouare| Vobares|,None,Guadalupe,not_before,end,lombardi,6
